"job_description","structured_json"
"What You'll Do Here
a modern SaaS company is seeking a Lead AI / LLM Engineer to help us with building intelligent applications powered by large language models. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a lead position for someone able to drive technical direction and lead a team.
Nice to Have:
* Agentic workflows
* Embeddings and semantic search
* Evaluation frameworks
* Fine-tuning and LoRA
* Interest in AI and applying it to real products
Key Responsibilities:
* Review code and provide constructive feedback to peers
* Ensure scalability, security, and maintainability across the codebase
* Stay current with emerging technologies and evaluate their fit for our stack
* Write clean, maintainable, and well-tested code
* Participate in technical decision-making and architecture discussions
Traits We Look For:
* Ability to work independently and collaboratively
* Genuine curiosity and eagerness to learn new technologies
* Clear written and verbal communication
* A proactive, execution-focused mindset
* Attention to detail and commitment to quality
* Strong ownership and accountability
Required Qualifications:
* Retrieval-Augmented Generation (RAG)
* LLM APIs (OpenAI, Anthropic)
* Python
* Prompt engineering
* LangChain or LlamaIndex
* 7+ years of professional experience in a similar role
* Degree in Computer Science or related field, or equivalent hands-on experience
* Strong understanding of software engineering fundamentals","{""job_summary"": ""a modern SaaS company is seeking a Lead AI / LLM Engineer to help us with building intelligent applications powered by large language models. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a lead position for someone able to drive technical direction and lead a team."", ""role_description"": [""Review code and provide constructive feedback to peers"", ""Ensure scalability, security, and maintainability across the codebase"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Write clean, maintainable, and well-tested code"", ""Participate in technical decision-making and architecture discussions""], ""required_skills"": [""Retrieval-Augmented Generation (RAG)"", ""LLM APIs (OpenAI, Anthropic)"", ""Python"", ""Prompt engineering"", ""LangChain or LlamaIndex"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Agentic workflows"", ""Embeddings and semantic search"", ""Evaluation frameworks"", ""Fine-tuning and LoRA"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""Ability to work independently and collaboratively"", ""Genuine curiosity and eagerness to learn new technologies"", ""Clear written and verbal communication"", ""A proactive, execution-focused mindset"", ""Attention to detail and commitment to quality"", ""Strong ownership and accountability""], ""min_experience_yrs"": ""7"", ""max_experience_yrs"": """", ""degree_needed"": ""Degree in Computer Science or related field, or equivalent hands-on experience"", ""certifications_required"": []}"
"Our Ideal Candidate
As a Junior Data Analyst at a global technology organization, you will be responsible for analyzing data and delivering insights that drive business decisions. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a junior position for someone eager to grow and learn from experienced engineers.
What Sets You Apart:
* A team-oriented and reliable attitude
* Comfort working in a fast-paced, ambiguous environment
* Ability to work independently and collaboratively
* Strong ownership and accountability
Required Skills:
* Reporting and dashboards
* SQL
* Data visualization (Tableau / Power BI)
* Business metrics analysis
* Excel and spreadsheets
* Solid computer science fundamentals, formal degree or self-taught
* Strong understanding of software engineering fundamentals
What This Role Involves:
* Write clean, maintainable, and well-tested code
* Own features end to end, from planning through deployment and monitoring
* Collaborate with product, design, and engineering teams to deliver high-quality features
* Review code and provide constructive feedback to peers
* Translate business requirements into scalable technical solutions
* Mentor teammates and share knowledge across the team
Nice to Have:
* Data storytelling
* Python or R
* A/B testing
* Experience contributing to open-source projects","{""job_summary"": ""As a Junior Data Analyst at a global technology organization, you will be responsible for analyzing data and delivering insights that drive business decisions. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a junior position for someone eager to grow and learn from experienced engineers."", ""role_description"": [""Write clean, maintainable, and well-tested code"", ""Own features end to end, from planning through deployment and monitoring"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Review code and provide constructive feedback to peers"", ""Translate business requirements into scalable technical solutions"", ""Mentor teammates and share knowledge across the team""], ""required_skills"": [""Reporting and dashboards"", ""SQL"", ""Data visualization (Tableau / Power BI)"", ""Business metrics analysis"", ""Excel and spreadsheets"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Data storytelling"", ""Python or R"", ""A/B testing"", ""Experience contributing to open-source projects""], ""soft_skills"": [""A team-oriented and reliable attitude"", ""Comfort working in a fast-paced, ambiguous environment"", ""Ability to work independently and collaboratively"", ""Strong ownership and accountability""], ""min_experience_yrs"": """", ""max_experience_yrs"": """", ""degree_needed"": ""Solid computer science fundamentals, formal degree or self-taught"", ""certifications_required"": []}"
"Role Summary
a cutting-edge AI company is seeking a Junior React Developer to help us with building modern, component-based frontend applications. This is a hands-on role for someone who thrives in a fast-paced, collaborative environment. This is a junior position for someone eager to grow and learn from experienced engineers.
Preferred Certifications:
- AWS Certified Developer
- Certified Scrum Master (CSM)
It's a Plus If:
- Storybook
- Next.js
- Tailwind CSS
- Testing libraries
- Performance tuning
- Experience contributing to open-source projects
Soft Skills:
- Adaptability and resilience under changing priorities
- Ability to work independently and collaboratively
- A team-oriented and reliable attitude
- A proactive, execution-focused mindset
- Comfort working in a fast-paced, ambiguous environment
Qualifications:
- JavaScript / TypeScript
- REST / GraphQL integration
- State management
- Component-driven development
- React
- Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)
- Strong understanding of software engineering fundamentals
How Much Experience:
- 0-2 years
Duties:
- Write clean, maintainable, and well-tested code
- Translate business requirements into scalable technical solutions
- Own features end to end, from planning through deployment and monitoring
- Stay current with emerging technologies and evaluate their fit for our stack
- Ensure scalability, security, and maintainability across the codebase","{""job_summary"": ""a cutting-edge AI company is seeking a Junior React Developer to help us with building modern, component-based frontend applications. This is a hands-on role for someone who thrives in a fast-paced, collaborative environment. This is a junior position for someone eager to grow and learn from experienced engineers."", ""role_description"": [""Write clean, maintainable, and well-tested code"", ""Translate business requirements into scalable technical solutions"", ""Own features end to end, from planning through deployment and monitoring"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Ensure scalability, security, and maintainability across the codebase""], ""required_skills"": [""JavaScript / TypeScript"", ""REST / GraphQL integration"", ""State management"", ""Component-driven development"", ""React"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Storybook"", ""Next.js"", ""Tailwind CSS"", ""Testing libraries"", ""Performance tuning"", ""Experience contributing to open-source projects""], ""soft_skills"": [""Adaptability and resilience under changing priorities"", ""Ability to work independently and collaboratively"", ""A team-oriented and reliable attitude"", ""A proactive, execution-focused mindset"", ""Comfort working in a fast-paced, ambiguous environment""], ""min_experience_yrs"": ""0"", ""max_experience_yrs"": ""2"", ""degree_needed"": ""Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)"", ""certifications_required"": [""AWS Certified Developer"", ""Certified Scrum Master (CSM)""]}"
"About This Role
As a Lead DevOps Engineer at a data-driven organization, you will be responsible for automating infrastructure, deployments, and delivery pipelines. This role is ideal for engineers who combine strong technical foundations with genuine curiosity and a drive to take ownership. This is a lead position for someone able to drive technical direction and lead a team.
What Sets You Apart:
* Ability to work independently and collaboratively
* A proactive, execution-focused mindset
* Comfort working in a fast-paced, ambiguous environment
* Clear written and verbal communication
Bonus Skills:
* Prometheus and Grafana
* Security automation
* Service mesh (Istio)
* GitOps (ArgoCD)
* Helm
* Familiarity with Agile / Scrum methodologies
* Experience mentoring junior engineers
Required Skills:
* Docker and Kubernetes
* AWS, Azure, or GCP
* Terraform / Infrastructure as Code
* CI/CD pipelines
* Linux systems
* 7+ years of professional experience in a similar role
* Solid computer science fundamentals, formal degree or self-taught
* Strong understanding of software engineering fundamentals
What This Role Involves:
* Stay current with emerging technologies and evaluate their fit for our stack
* Collaborate with product, design, and engineering teams to deliver high-quality features
* Contribute to continuous improvement of engineering processes and best practices
* Write clean, maintainable, and well-tested code
* Translate business requirements into scalable technical solutions
* Own features end to end, from planning through deployment and monitoring
* Review code and provide constructive feedback to peers
Relevant Certifications:
* AWS Certified DevOps Engineer
* Certified Kubernetes Administrator (CKA)","{""job_summary"": ""As a Lead DevOps Engineer at a data-driven organization, you will be responsible for automating infrastructure, deployments, and delivery pipelines. This role is ideal for engineers who combine strong technical foundations with genuine curiosity and a drive to take ownership. This is a lead position for someone able to drive technical direction and lead a team."", ""role_description"": [""Stay current with emerging technologies and evaluate their fit for our stack"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Contribute to continuous improvement of engineering processes and best practices"", ""Write clean, maintainable, and well-tested code"", ""Translate business requirements into scalable technical solutions"", ""Own features end to end, from planning through deployment and monitoring"", ""Review code and provide constructive feedback to peers""], ""required_skills"": [""Docker and Kubernetes"", ""AWS, Azure, or GCP"", ""Terraform / Infrastructure as Code"", ""CI/CD pipelines"", ""Linux systems"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Prometheus and Grafana"", ""Security automation"", ""Service mesh (Istio)"", ""GitOps (ArgoCD)"", ""Helm"", ""Familiarity with Agile / Scrum methodologies"", ""Experience mentoring junior engineers""], ""soft_skills"": [""Ability to work independently and collaboratively"", ""A proactive, execution-focused mindset"", ""Comfort working in a fast-paced, ambiguous environment"", ""Clear written and verbal communication""], ""min_experience_yrs"": ""7"", ""max_experience_yrs"": """", ""degree_needed"": ""Solid computer science fundamentals, formal degree or self-taught"", ""certifications_required"": [""AWS Certified DevOps Engineer"", ""Certified Kubernetes Administrator (CKA)""]}"
"Our Ideal Candidate
We're hiring a Mid-level MLOps Engineer to join our team at a modern SaaS company, where you'll focus on operationalizing and scaling machine learning systems in production. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a mid-level position for someone ready to take ownership of features and deliver independently.
Desirable Skills:
- Data versioning (DVC)
- Feature stores
- Model registries
- Cloud ML platforms (SageMaker, Vertex AI)
- Familiarity with Agile / Scrum methodologies
Soft Skills (Critical for Success):
- Strong ownership and accountability
- Clear written and verbal communication
- Excellent problem-solving and analytical skills
- A proactive, execution-focused mindset
- A team-oriented and reliable attitude
Required Qualifications:
- ML model deployment
- CI/CD for ML
- Python
- Model monitoring
- Docker and Kubernetes
- Degree in Computer Science or related field, or equivalent hands-on experience
- Strong understanding of software engineering fundamentals
What This Role Involves:
- Collaborate with product, design, and engineering teams to deliver high-quality features
- Translate business requirements into scalable technical solutions
- Participate in technical decision-making and architecture discussions
- Contribute to continuous improvement of engineering processes and best practices
- Stay current with emerging technologies and evaluate their fit for our stack
- Review code and provide constructive feedback to peers
- Own features end to end, from planning through deployment and monitoring","{""job_summary"": ""We're hiring a Mid-level MLOps Engineer to join our team at a modern SaaS company, where you'll focus on operationalizing and scaling machine learning systems in production. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a mid-level position for someone ready to take ownership of features and deliver independently."", ""role_description"": [""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Translate business requirements into scalable technical solutions"", ""Participate in technical decision-making and architecture discussions"", ""Contribute to continuous improvement of engineering processes and best practices"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Review code and provide constructive feedback to peers"", ""Own features end to end, from planning through deployment and monitoring""], ""required_skills"": [""ML model deployment"", ""CI/CD for ML"", ""Python"", ""Model monitoring"", ""Docker and Kubernetes"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Data versioning (DVC)"", ""Feature stores"", ""Model registries"", ""Cloud ML platforms (SageMaker, Vertex AI)"", ""Familiarity with Agile / Scrum methodologies""], ""soft_skills"": [""Strong ownership and accountability"", ""Clear written and verbal communication"", ""Excellent problem-solving and analytical skills"", ""A proactive, execution-focused mindset"", ""A team-oriented and reliable attitude""], ""min_experience_yrs"": """", ""max_experience_yrs"": """", ""degree_needed"": ""Degree in Computer Science or related field, or equivalent hands-on experience"", ""certifications_required"": []}"
"Overview
a leading technology company is seeking a Mid-level Game Developer to help us with building engaging, performant interactive game experiences. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a mid-level position for someone ready to take ownership of features and deliver independently.
It's a Plus If:
- Procedural generation
- Shader programming
- Performance optimization
- AR/VR development
- Multiplayer networking
- Experience mentoring junior engineers
- Familiarity with Agile / Scrum methodologies
Cultural Fit:
- Comfort working in a fast-paced, ambiguous environment
- Attention to detail and commitment to quality
- Genuine curiosity and eagerness to learn new technologies
- A team-oriented and reliable attitude
- A proactive, execution-focused mindset
- Excellent problem-solving and analytical skills
What This Role Involves:
- Contribute to continuous improvement of engineering processes and best practices
- Stay current with emerging technologies and evaluate their fit for our stack
- Troubleshoot, debug, and optimize existing systems for performance and reliability
- Collaborate with product, design, and engineering teams to deliver high-quality features
- Ensure scalability, security, and maintainability across the codebase
- Mentor teammates and share knowledge across the team
- Review code and provide constructive feedback to peers
Essential Skills:
- 3D graphics fundamentals
- Gameplay programming
- Unity or Unreal Engine
- C++ or C#
- Game physics and math
- 2-4 years of professional experience in a similar role
- Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)
- Strong understanding of software engineering fundamentals","{""job_summary"": ""a leading technology company is seeking a Mid-level Game Developer to help us with building engaging, performant interactive game experiences. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a mid-level position for someone ready to take ownership of features and deliver independently."", ""role_description"": [""Contribute to continuous improvement of engineering processes and best practices"", ""Stay current with emerging technologies and evaluate their fit for our stack"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Ensure scalability, security, and maintainability across the codebase"", ""Mentor teammates and share knowledge across the team"", ""Review code and provide constructive feedback to peers""], ""required_skills"": [""3D graphics fundamentals"", ""Gameplay programming"", ""Unity or Unreal Engine"", ""C++ or C#"", ""Game physics and math"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Procedural generation"", ""Shader programming"", ""Performance optimization"", ""AR/VR development"", ""Multiplayer networking"", ""Experience mentoring junior engineers"", ""Familiarity with Agile / Scrum methodologies""], ""soft_skills"": [""Comfort working in a fast-paced, ambiguous environment"", ""Attention to detail and commitment to quality"", ""Genuine curiosity and eagerness to learn new technologies"", ""A team-oriented and reliable attitude"", ""A proactive, execution-focused mindset"", ""Excellent problem-solving and analytical skills""], ""min_experience_yrs"": ""2"", ""max_experience_yrs"": ""4"", ""degree_needed"": ""Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)"", ""certifications_required"": []}"
"About This Role
Join a well-funded startup as a Lead Embedded Systems Engineer and play a key part in developing firmware and embedded software for hardware devices. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a lead position for someone able to drive technical direction and lead a team.
Qualifications:
* Debugging with oscilloscopes / JTAG
* Microcontrollers
* C / C++
* RTOS
* Hardware-software interfacing
* Degree in Computer Science or related field, or equivalent hands-on experience
* Strong understanding of software engineering fundamentals
Bonus Points:
* Firmware over-the-air updates
* ARM architecture
* Low-power design
* IoT protocols (MQTT, BLE)
* Experience contributing to open-source projects
Day-to-Day:
* Translate business requirements into scalable technical solutions
* Mentor teammates and share knowledge across the team
* Review code and provide constructive feedback to peers
* Write clean, maintainable, and well-tested code
* Participate in technical decision-making and architecture discussions
Years of Experience:
* 7+ years
Soft Skills (Critical for Success):
* A proactive, execution-focused mindset
* Attention to detail and commitment to quality
* Genuine curiosity and eagerness to learn new technologies
* Comfort working in a fast-paced, ambiguous environment
* A team-oriented and reliable attitude
* Clear written and verbal communication","{""job_summary"": ""Join a well-funded startup as a Lead Embedded Systems Engineer and play a key part in developing firmware and embedded software for hardware devices. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a lead position for someone able to drive technical direction and lead a team."", ""role_description"": [""Translate business requirements into scalable technical solutions"", ""Mentor teammates and share knowledge across the team"", ""Review code and provide constructive feedback to peers"", ""Write clean, maintainable, and well-tested code"", ""Participate in technical decision-making and architecture discussions""], ""required_skills"": [""Debugging with oscilloscopes / JTAG"", ""Microcontrollers"", ""C / C++"", ""RTOS"", ""Hardware-software interfacing"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Firmware over-the-air updates"", ""ARM architecture"", ""Low-power design"", ""IoT protocols (MQTT, BLE)"", ""Experience contributing to open-source projects""], ""soft_skills"": [""A proactive, execution-focused mindset"", ""Attention to detail and commitment to quality"", ""Genuine curiosity and eagerness to learn new technologies"", ""Comfort working in a fast-paced, ambiguous environment"", ""A team-oriented and reliable attitude"", ""Clear written and verbal communication""], ""min_experience_yrs"": ""7"", ""max_experience_yrs"": """", ""degree_needed"": ""Degree in Computer Science or related field, or equivalent hands-on experience"", ""certifications_required"": []}"
"About This Role
We are looking for a Senior Mobile Engineer to join a cutting-edge AI company focused on building performant, polished mobile applications. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a senior position for someone capable of leading projects and mentoring other engineers.
What You'll Need:
- REST API integration
- App lifecycle management
- Swift / Kotlin or React Native
- Mobile UI development
- Offline-first design
- 5+ years of professional experience in a similar role
- Bachelor's degree in Computer Science, Engineering, or a related field
- Strong understanding of software engineering fundamentals
We Value:
- Comfort working in a fast-paced, ambiguous environment
- Genuine curiosity and eagerness to learn new technologies
- Excellent problem-solving and analytical skills
- Ability to work independently and collaboratively
Certifications Required:
- AWS Certified Developer
Duties:
- Review code and provide constructive feedback to peers
- Collaborate with product, design, and engineering teams to deliver high-quality features
- Write clean, maintainable, and well-tested code
- Participate in technical decision-making and architecture discussions
- Ensure scalability, security, and maintainability across the codebase
- Design, develop, and maintain building performant, polished mobile applications
- Stay current with emerging technologies and evaluate their fit for our stack
Bonus Skills:
- App Store / Play Store deployment
- Push notifications
- Mobile performance profiling
- Experience mentoring junior engineers
- Interest in AI and applying it to real products","{""job_summary"": ""We are looking for a Senior Mobile Engineer to join a cutting-edge AI company focused on building performant, polished mobile applications. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a senior position for someone capable of leading projects and mentoring other engineers."", ""role_description"": [""Review code and provide constructive feedback to peers"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Write clean, maintainable, and well-tested code"", ""Participate in technical decision-making and architecture discussions"", ""Ensure scalability, security, and maintainability across the codebase"", ""Design, develop, and maintain building performant, polished mobile applications"", ""Stay current with emerging technologies and evaluate their fit for our stack""], ""required_skills"": [""REST API integration"", ""App lifecycle management"", ""Swift / Kotlin or React Native"", ""Mobile UI development"", ""Offline-first design"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""App Store / Play Store deployment"", ""Push notifications"", ""Mobile performance profiling"", ""Experience mentoring junior engineers"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""Comfort working in a fast-paced, ambiguous environment"", ""Genuine curiosity and eagerness to learn new technologies"", ""Excellent problem-solving and analytical skills"", ""Ability to work independently and collaboratively""], ""min_experience_yrs"": ""5"", ""max_experience_yrs"": """", ""degree_needed"": ""Bachelor's degree in Computer Science, Engineering, or a related field"", ""certifications_required"": [""AWS Certified Developer""]}"
"Who We're Looking For
a mission-driven company is seeking a Junior Computer Vision Engineer to help us with building computer vision systems that understand visual data. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a junior position for someone eager to grow and learn from experienced engineers.
Extra Credit:
Object detection and segmentation
Model optimization (ONNX, TensorRT)
Data annotation pipelines
Edge deployment
3D vision
Interest in AI and applying it to real products
Soft Skills (Critical for Success):
Clear written and verbal communication
Comfort working in a fast-paced, ambiguous environment
Adaptability and resilience under changing priorities
Ability to work independently and collaboratively
A proactive, execution-focused mindset
What You'll Do:
Review code and provide constructive feedback to peers
Own features end to end, from planning through deployment and monitoring
Translate business requirements into scalable technical solutions
Write clean, maintainable, and well-tested code
Troubleshoot, debug, and optimize existing systems for performance and reliability
Design, develop, and maintain building computer vision systems that understand visual data
Required Skills:
OpenCV
Image processing
CNN architectures
Deep learning (PyTorch/TensorFlow)
Python
0-2 years of professional experience in a similar role
Solid computer science fundamentals, formal degree or self-taught
Strong understanding of software engineering fundamentals","{""job_summary"": ""a mission-driven company is seeking a Junior Computer Vision Engineer to help us with building computer vision systems that understand visual data. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a junior position for someone eager to grow and learn from experienced engineers."", ""role_description"": [""Review code and provide constructive feedback to peers"", ""Own features end to end, from planning through deployment and monitoring"", ""Translate business requirements into scalable technical solutions"", ""Write clean, maintainable, and well-tested code"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Design, develop, and maintain building computer vision systems that understand visual data""], ""required_skills"": [""OpenCV"", ""Image processing"", ""CNN architectures"", ""Deep learning (PyTorch/TensorFlow)"", ""Python"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Object detection and segmentation"", ""Model optimization (ONNX, TensorRT)"", ""Data annotation pipelines"", ""Edge deployment"", ""3D vision"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""Clear written and verbal communication"", ""Comfort working in a fast-paced, ambiguous environment"", ""Adaptability and resilience under changing priorities"", ""Ability to work independently and collaboratively"", ""A proactive, execution-focused mindset""], ""min_experience_yrs"": ""0"", ""max_experience_yrs"": ""2"", ""degree_needed"": ""Solid computer science fundamentals, formal degree or self-taught"", ""certifications_required"": []}"
"About This Role
As a Lead Backend Engineer at an enterprise technology team, you will be responsible for designing robust, high-throughput backend services and APIs. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a lead position for someone able to drive technical direction and lead a team.
Nice-to-Haves:
* Kubernetes
* Event-driven systems
* gRPC
* Observability tooling
* Experience mentoring junior engineers
* Interest in AI and applying it to real products
Main Responsibilities:
* Collaborate with product, design, and engineering teams to deliver high-quality features
* Design, develop, and maintain designing robust, high-throughput backend services and APIs
* Contribute to continuous improvement of engineering processes and best practices
* Review code and provide constructive feedback to peers
* Mentor teammates and share knowledge across the team
* Troubleshoot, debug, and optimize existing systems for performance and reliability
* Translate business requirements into scalable technical solutions
Essential Skills:
* REST and GraphQL APIs
* Node.js or Python
* Message queues
* Caching (Redis)
* Relational databases (PostgreSQL / MySQL)
* 7+ years of professional experience in a similar role
* Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)
* Strong understanding of software engineering fundamentals
We Value:
* A team-oriented and reliable attitude
* Comfort working in a fast-paced, ambiguous environment
* Genuine curiosity and eagerness to learn new technologies
* Strong ownership and accountability
* Excellent problem-solving and analytical skills","{""job_summary"": ""As a Lead Backend Engineer at an enterprise technology team, you will be responsible for designing robust, high-throughput backend services and APIs. You will work closely with cross-functional teams to ship products that reach real users at scale. This is a lead position for someone able to drive technical direction and lead a team."", ""role_description"": [""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Design, develop, and maintain designing robust, high-throughput backend services and APIs"", ""Contribute to continuous improvement of engineering processes and best practices"", ""Review code and provide constructive feedback to peers"", ""Mentor teammates and share knowledge across the team"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Translate business requirements into scalable technical solutions""], ""required_skills"": [""REST and GraphQL APIs"", ""Node.js or Python"", ""Message queues"", ""Caching (Redis)"", ""Relational databases (PostgreSQL / MySQL)"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Kubernetes"", ""Event-driven systems"", ""gRPC"", ""Observability tooling"", ""Experience mentoring junior engineers"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""A team-oriented and reliable attitude"", ""Comfort working in a fast-paced, ambiguous environment"", ""Genuine curiosity and eagerness to learn new technologies"", ""Strong ownership and accountability"", ""Excellent problem-solving and analytical skills""], ""min_experience_yrs"": ""7"", ""max_experience_yrs"": """", ""degree_needed"": ""Bachelor's or Master's degree in a technical discipline (or equivalent practical experience)"", ""certifications_required"": []}"
"About the Job
a leading technology company is seeking a Lead Embedded Systems Engineer to help us with developing firmware and embedded software for hardware devices. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a lead position for someone able to drive technical direction and lead a team.
Nice-to-Haves:
* Firmware over-the-air updates
* Linux kernel
* ARM architecture
* Experience mentoring junior engineers
What You'll Be Doing:
* Ensure scalability, security, and maintainability across the codebase
* Write clean, maintainable, and well-tested code
* Troubleshoot, debug, and optimize existing systems for performance and reliability
* Contribute to continuous improvement of engineering processes and best practices
* Collaborate with product, design, and engineering teams to deliver high-quality features
* Translate business requirements into scalable technical solutions
Certifications & Credentials:
* Certified Scrum Master (CSM)
* AWS Certified Developer
What You'll Need:
* Microcontrollers
* C / C++
* RTOS
* Debugging with oscilloscopes / JTAG
* Hardware-software interfacing
* 7+ years of professional experience in a similar role
* Solid computer science fundamentals, formal degree or self-taught
* Strong understanding of software engineering fundamentals
Beyond the Technical:
* A team-oriented and reliable attitude
* Ability to work independently and collaboratively
* Genuine curiosity and eagerness to learn new technologies
* Adaptability and resilience under changing priorities","{""job_summary"": ""a leading technology company is seeking a Lead Embedded Systems Engineer to help us with developing firmware and embedded software for hardware devices. We value engineers who care about quality, take initiative, and want to grow their impact over time. This is a lead position for someone able to drive technical direction and lead a team."", ""role_description"": [""Ensure scalability, security, and maintainability across the codebase"", ""Write clean, maintainable, and well-tested code"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Contribute to continuous improvement of engineering processes and best practices"", ""Collaborate with product, design, and engineering teams to deliver high-quality features"", ""Translate business requirements into scalable technical solutions""], ""required_skills"": [""Microcontrollers"", ""C / C++"", ""RTOS"", ""Debugging with oscilloscopes / JTAG"", ""Hardware-software interfacing"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""Firmware over-the-air updates"", ""Linux kernel"", ""ARM architecture"", ""Experience mentoring junior engineers""], ""soft_skills"": [""A team-oriented and reliable attitude"", ""Ability to work independently and collaboratively"", ""Genuine curiosity and eagerness to learn new technologies"", ""Adaptability and resilience under changing priorities""], ""min_experience_yrs"": ""7"", ""max_experience_yrs"": """", ""degree_needed"": ""Solid computer science fundamentals, formal degree or self-taught"", ""certifications_required"": [""Certified Scrum Master (CSM)"", ""AWS Certified Developer""]}"
"Who We're Looking For
a well-funded startup is seeking a Lead Mobile Engineer to help us with building performant, polished mobile applications. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a lead position for someone able to drive technical direction and lead a team.
What We're Looking For:
* REST API integration
* Mobile UI development
* Offline-first design
* App lifecycle management
* Swift / Kotlin or React Native
* Bachelor's degree in Computer Science, Engineering, or a related field
* Strong understanding of software engineering fundamentals
Traits We Look For:
* A proactive, execution-focused mindset
* Clear written and verbal communication
* Attention to detail and commitment to quality
* Comfort working in a fast-paced, ambiguous environment
* Ability to work independently and collaboratively
* Excellent problem-solving and analytical skills
Nice to Have (Highly Valuable):
* CI/CD for mobile
* Flutter
* App Store / Play Store deployment
* Mobile performance profiling
* Interest in AI and applying it to real products
Certifications:
* Apple Certified iOS Developer
Primary Responsibilities:
* Translate business requirements into scalable technical solutions
* Participate in technical decision-making and architecture discussions
* Write clean, maintainable, and well-tested code
* Troubleshoot, debug, and optimize existing systems for performance and reliability
* Collaborate with product, design, and engineering teams to deliver high-quality features","{""job_summary"": ""a well-funded startup is seeking a Lead Mobile Engineer to help us with building performant, polished mobile applications. You'll have the opportunity to influence architecture, tooling, and product direction from day one. This is a lead position for someone able to drive technical direction and lead a team."", ""role_description"": [""Translate business requirements into scalable technical solutions"", ""Participate in technical decision-making and architecture discussions"", ""Write clean, maintainable, and well-tested code"", ""Troubleshoot, debug, and optimize existing systems for performance and reliability"", ""Collaborate with product, design, and engineering teams to deliver high-quality features""], ""required_skills"": [""REST API integration"", ""Mobile UI development"", ""Offline-first design"", ""App lifecycle management"", ""Swift / Kotlin or React Native"", ""Strong understanding of software engineering fundamentals""], ""general_skills"": [""CI/CD for mobile"", ""Flutter"", ""App Store / Play Store deployment"", ""Mobile performance profiling"", ""Interest in AI and applying it to real products""], ""soft_skills"": [""A proactive, execution-focused mindset"", ""Clear written and verbal communication"", ""Attention to detail and commitment to quality"", ""Comfort working in a fast-paced, ambiguous environment"", ""Ability to work independently and collaboratively"", ""Excellent problem-solving and analytical skills""], ""min_experience_yrs"": """", ""max_experience_yrs"": """", ""degree_needed"": ""Bachelor's degree in Computer Science, Engineering, or a related field"", ""certifications_required"": [""Apple Certified iOS Developer""]}"
